DAY,SYMBOL,PRICE
2024-05-15 00:00:00.000,CELR,0.02521629
2024-05-15 00:00:00.000,BAL,3.39
2024-05-15 00:00:00.000,PAXG,2354.0725
2024-05-15 00:00:00.000,REN,0.055848625
2024-05-15 00:00:00.000,UNI,7.047916667
2024-05-15 00:00:00.000,RPL,19.76125
2024-05-15 00:00:00.000,CETH,59.031666667
2024-05-15 00:00:00.000,SOL,147.772916667
2024-05-15 00:00:00.000,HOP,0.03555668333
2024-05-15 00:00:00.000,RSR,0.006086816667
2024-05-14 00:00:00.000,USDC,1.000793483
2024-05-14 00:00:00.000,CELR,0.02485827652
2024-05-14 00:00:00.000,WBTC,61993.333428376
2024-05-14 00:00:00.000,HOP,0.03557363526
2024-05-14 00:00:00.000,ENS,13.637678608
2024-05-14 00:00:00.000,MKR,2690.149427101
2024-05-14 00:00:00.000,CWBTC,1244.31097494
2024-05-14 00:00:00.000,PAXG,2331.36220417
2024-05-14 00:00:00.000,WSTETH,3395.005321964
2024-05-14 00:00:00.000,RETH,3213.487776418
2024-05-14 00:00:00.000,FRAX,0.9978381403
2024-05-14 00:00:00.000,MPL,11.964175242
2024-05-14 00:00:00.000,REN,0.05465235505
2024-05-14 00:00:00.000,AAVE,81.650721765
2024-05-14 00:00:00.000,SOL,145.839744746
2024-05-14 00:00:00.000,RSR,0.005916033109
2024-05-14 00:00:00.000,G,0.003212218895
2024-05-14 00:00:00.000,STG,0.451150603
2024-05-14 00:00:00.000,CDAI,0.02327898207
2024-05-14 00:00:00.000,UNI,6.937934051
2024-05-14 00:00:00.000,CETH,58.547184874
2024-05-14 00:00:00.000,ARB,0.9660227055
2024-05-14 00:00:00.000,WETH,2912.951012658
2024-05-14 00:00:00.000,DPI,88.496166007
2024-05-14 00:00:00.000,RPL,19.427445489
2024-05-14 00:00:00.000,GFI,1.875117018
2024-05-14 00:00:00.000,BAL,3.377507114
2024-05-14 00:00:00.000,COMP,53.624597512
2024-05-13 00:00:00.000,GFI,1.9571598
2024-05-13 00:00:00.000,CDAI,0.02328072103
2024-05-13 00:00:00.000,AAVE,83.177925623
2024-05-13 00:00:00.000,REN,0.054566615
2024-05-13 00:00:00.000,UNI,7.059513636
2024-05-13 00:00:00.000,WBTC,62181.869470941
2024-05-13 00:00:00.000,STG,0.4597787466
2024-05-13 00:00:00.000,ARB,0.9863480083
2024-05-13 00:00:00.000,WETH,2939.990888389
2024-05-13 00:00:00.000,CETH,59.088437543
2024-05-13 00:00:00.000,RPL,19.769430884
2024-05-13 00:00:00.000,BAL,3.412544717
2024-05-13 00:00:00.000,PAXG,2334.786799689
2024-05-13 00:00:00.000,DPI,92.017490287
2024-05-13 00:00:00.000,CWBTC,1249.763694935
2024-05-13 00:00:00.000,USDC,1.004402719
2024-05-13 00:00:00.000,RETH,3224.38015679
2024-05-13 00:00:00.000,FRAX,0.9973445181
2024-05-13 00:00:00.000,RSR,0.005958096354
2024-05-13 00:00:00.000,MKR,2698.902840701
2024-05-13 00:00:00.000,COMP,54.95883378
2024-05-13 00:00:00.000,G,0.003036153597
2024-05-13 00:00:00.000,ENS,13.786377317
2024-05-13 00:00:00.000,HOP,0.03530605625
2024-05-13 00:00:00.000,CELR,0.02533331782
2024-05-13 00:00:00.000,WSTETH,3426.866016401
2024-05-13 00:00:00.000,MPL,12.575092599
2024-05-13 00:00:00.000,SOL,144.946969141
2024-05-12 00:00:00.000,DPI,92.848657784
2024-05-12 00:00:00.000,RETH,3229.962454693
2024-05-12 00:00:00.000,HOP,0.03566223523
2024-05-12 00:00:00.000,SOL,145.865956655
2024-05-12 00:00:00.000,UNI,7.126532741
2024-05-12 00:00:00.000,CETH,58.749830765
