DAY,DEFI_TREASURY_INDEX,NON_DEFI_TREASURY_INDEX,SIRLOIN_INDEX,WBTC_NORMALIZED_PRICE,WBTC_DAILY_RETURN,WETH_NORMALIZED_PRICE,WETH_DAILY_RETURN
2024-05-27 00:00:00.000,301.334816904,163.39645961,162.449113546,224.353600865,0.002169180377,199.579742109,0.02713026917
2024-05-26 00:00:00.000,300.25797946,161.822516959,161.352003219,223.867990812,0.0001557417078,194.308110762,0.01517745072
2024-05-25 00:00:00.000,300.11411844,159.395349116,159.249398877,223.833130658,0.01563870832,191.403099649,0.004335743358
2024-05-24 00:00:00.000,297.159985926,158.784533978,158.80339341,220.386569383,-0.01268972697,190.576807522,-0.01611308378
2024-05-23 00:00:00.000,296.731154138,159.758787726,159.743389939,223.219159573,-0.01638226678,193.697877652,0.01036910979
2024-05-22 00:00:00.000,292.205988392,158.868091044,159.067313663,226.936900419,-0.01052418253,191.710015454,0.007634024345
2024-05-21 00:00:00.000,295.781638421,161.067464361,160.349416934,229.350628293,0.0449859667,190.257584423,0.1699537676
2024-05-20 00:00:00.000,305.601122056,156.614450479,156.792096502,219.477232806,0.01199868917,162.619745925,0.02781624491
2024-05-19 00:00:00.000,270.177819472,136.411798927,140.763066738,216.87501689,-0.002185740715,158.218695929,-0.005745747624
2024-05-18 00:00:00.000,277.217958281,138.436141242,142.051761074,217.350087826,0.0112166159,159.133034182,0.02704794902
2024-05-17 00:00:00.000,279.152410741,137.528211968,141.157090405,214.939197406,0.007555566253,154.942166365,0.01685032288
2024-05-16 00:00:00.000,270.506657535,132.205444997,137.007835875,213.327388191,0.03624952908,152.37460507,0.01332622677
2024-05-15 00:00:00.000,274.015114688,135.02562863,139.505830322,205.864883124,0.02480480626,150.370730615,0.01063801013
2024-05-14 00:00:00.000,260.069859967,129.922678267,135.358440502,200.882042967,-0.005171112432,148.78792318,-0.01005853928
2024-05-13 00:00:00.000,265.299990139,132.407508874,137.091076213,201.926226186,0.01852759306,150.299718806,0.005494503146
2024-05-12 00:00:00.000,267.617204013,132.143216229,136.642243136,198.253073909,0.0036506436,149.478409216,0.003011847218
2024-05-11 00:00:00.000,268.298038902,131.778059156,136.060337797,197.531955141,-0.01846207145,149.029554966,-0.02256062154
2024-05-10 00:00:00.000,266.186063714,131.604205436,136.023579302,201.247399,0.005311282747,152.469358458,-0.004500935569
2024-05-09 00:00:00.000,277.234876719,135.80734728,139.43666446,200.184164302,-0.007634492797,153.15871597,-0.001720805158
2024-05-08 00:00:00.000,273.642651588,132.907708647,137.79872283,201.724226456,-0.01909883511,153.422726589,-0.02201533292
2024-05-07 00:00:00.000,266.972741593,134.575858019,138.97742078,205.651938927,-0.006986190725,156.87641305,-0.01798865366
2024-05-06 00:00:00.000,275.708893002,136.46143571,140.287087742,207.098770436,0.00216486305,159.750102312,-0.00005797725745
2024-05-05 00:00:00.000,279.155457482,138.675723799,142.180199558,206.65139846,0.00550605765,159.759364722,0.001790632818
2024-05-04 00:00:00.000,275.920508875,137.805074893,141.503429985,205.519794622,0.045401593,159.473805692,0.02893112365
2024-05-03 00:00:00.000,276.366120106,137.767278147,141.179350261,196.594108904,0.03824765787,154.989777281,0.02370171413
2024-05-02 00:00:00.000,264.442198444,133.582665528,138.032473298,189.351844345,0.001850866883,151.401306788,0.00949580679
2024-05-01 00:00:00.000,257.631012271,132.364772394,137.676356853,189.002026753,-0.05610580654,149.977152722,-0.04323146365
2024-04-30 00:00:00.000,253.821327275,133.773039535,138.796124871,200.236454533,-0.01616805107,156.75385114,-0.03895414041
2024-04-29 00:00:00.000,262.225897079,141.02477903,144.051550802,203.527090934,-0.01513547654,163.107566175,-0.03311964032
2024-04-28 00:00:00.000,266.386698356,142.432771267,145.334290663,206.654911498,0.00992924005,168.694673071,0.0459461793
2024-04-27 00:00:00.000,268.547852953,141.996693138,145.01597235,204.623159033,-0.01602515789,161.284276772,0.005310872869
2024-04-26 00:00:00.000,262.47965034,137.936511961,141.629220789,207.955681665,-0.001144827121,160.432241533,-0.001547926486
