DAY,SYMBOL,TOTAL_FILLED_BALANCE,DAILY_PRICE,TOTAL_VALUE_IN_USD,TOTAL_USD_IN_TREASURY,COMPOSITION
2023-04-26 00:00:00.000,USDC,0,1,0,38928.436425,0
2023-04-26 00:00:00.000,WETH,0,1868.55,0,38928.436425,0
2023-04-27 00:00:00.000,ETH,20.8456,1908.71,39788.205176,39788.205176,1
2023-04-27 00:00:00.000,USDC,0,1,0,39788.205176,0
2023-04-27 00:00:00.000,WETH,0,1908.71,0,39788.205176,0
2023-04-28 00:00:00.000,ETH,20.8456,1892.75,39455.5094,39455.5094,1
2023-04-28 00:00:00.000,USDC,0,0.999734,0,39455.5094,0
2023-04-28 00:00:00.000,WETH,0,1892.75,0,39455.5094,0
2023-04-29 00:00:00.000,ETH,20.8456,1907.16,39755.894496,39755.894496,1
2023-04-29 00:00:00.000,USDC,0,1,0,39755.894496,0
2023-04-29 00:00:00.000,WETH,0,1907.16,0,39755.894496,0
2023-04-30 00:00:00.000,ETH,20.8566,1888.96,39397.283136,39397.283136,1
2023-04-30 00:00:00.000,USDC,0,1,0,39397.283136,0
2023-04-30 00:00:00.000,WETH,0,1888.96,0,39397.283136,0
2023-05-01 00:00:00.000,ETH,20.8566,1830.43,38176.546338,38176.546338,1
2023-05-01 00:00:00.000,USDC,0,1,0,38176.546338,0
2023-05-01 00:00:00.000,WETH,0,1830.43,0,38176.546338,0
2023-05-02 00:00:00.000,ETH,20.8566,1880.43,39219.376338,39219.376338,1
2023-05-02 00:00:00.000,USDC,0,0.999349,0,39219.376338,0
2023-05-02 00:00:00.000,WETH,0,1880.43,0,39219.376338,0
2023-05-03 00:00:00.000,ETH,20.8566,1907.47,39783.338802,39783.338802,1
2023-05-03 00:00:00.000,USDC,0,1,0,39783.338802,0
2023-05-03 00:00:00.000,WETH,0,1907.47,0,39783.338802,0
2023-05-04 00:00:00.000,ETH,20.8566,1877.84,39165.357744,39165.357744,1
2023-05-04 00:00:00.000,USDC,0,0.999989,0,39165.357744,0
2023-05-04 00:00:00.000,WETH,0,1877.84,0,39165.357744,0
2023-05-05 00:00:00.000,ETH,20.8566,1997.37,41658.347142,41658.347142,1
2023-05-05 00:00:00.000,USDC,0,1,0,41658.347142,0
2023-05-05 00:00:00.000,WETH,0,1997.37,0,41658.347142,0
2023-05-06 00:00:00.000,ETH,20.8566,1901.66,39662.161956,39662.161956,1
2023-05-06 00:00:00.000,USDC,0,1,0,39662.161956,0
2023-05-06 00:00:00.000,WETH,0,1901.66,0,39662.161956,0
2023-05-07 00:00:00.000,ETH,20.8566,1913.53,39909.729798,39909.729798,1
2023-05-07 00:00:00.000,USDC,0,1,0,39909.729798,0
2023-05-07 00:00:00.000,WETH,0,1913.53,0,39909.729798,0
2023-05-08 00:00:00.000,ETH,20.8566,1846.58,38513.380428,38513.380428,1
2023-05-08 00:00:00.000,USDC,0,1,0,38513.380428,0
2023-05-08 00:00:00.000,WETH,0,1846.58,0,38513.380428,0
2023-05-09 00:00:00.000,ETH,20.8566,1843.75,38454.35625,38454.35625,1
2023-05-09 00:00:00.000,USDC,0,1,0,38454.35625,0
2023-05-09 00:00:00.000,WETH,0,1843.75,0,38454.35625,0
2023-05-10 00:00:00.000,ETH,20.8566,1842.29,38423.905614,38423.905614,1
2023-05-10 00:00:00.000,USDC,0,0.999165,0,38423.905614,0
2023-05-10 00:00:00.000,WETH,0,1842.29,0,38423.905614,0
2023-05-11 00:00:00.000,ETH,20.8566,1791.46,37363.764636,37363.764636,1
2023-05-11 00:00:00.000,USDC,0,0.999404,0,37363.764636,0
2023-05-11 00:00:00.000,WETH,0,1791.46,0,37363.764636,0
2023-05-12 00:00:00.000,ETH,20.8566,1807.54,37699.138764,37699.138764,1
2023-05-12 00:00:00.000,USDC,0,1,0,37699.138764,0
2023-05-12 00:00:00.000,WETH,0,1807.54,0,37699.138764,0
2023-05-13 00:00:00.000,ETH,20.8566,1804.6,37637.82036,37637.82036,1
2023-05-13 00:00:00.000,USDC,0,1,0,37637.82036,0
2023-05-13 00:00:00.000,WETH,0,1804.6,0,37637.82036,0
2023-05-14 00:00:00.000,ETH,20.8566,1799.13,37523.734758,37523.734758,1
2023-05-14 00:00:00.000,USDC,0,1.001,0,37523.734758,0
2023-05-14 00:00:00.000,WETH,0,1799.13,0,37523.734758,0
2023-05-15 00:00:00.000,ETH,20.8666,1823.18,38043.567788,38043.567788,1
2023-05-15 00:00:00.000,USDC,0,0.999372,0,38043.567788,0
2023-05-15 00:00:00.000,WETH,0,1823.18,0,38043.567788,0
2023-05-16 00:00:00.000,ETH,20.8776,1822.02,38039.404752,38039.404752,1
2023-05-16 00:00:00.000,USDC,0,0.999543,0,38039.404752,0
2023-05-16 00:00:00.000,WETH,0,1822.02,0,38039.404752,0
2023-05-17 00:00:00.000,ETH,20.8776,1821.76,38033.976576,38033.976576,1
2023-05-17 00:00:00.000,USDC,0,1,0,38033.976576,0
2023-05-17 00:00:00.000,WETH,0,1821.76,0,38033.976576,0
2023-05-18 00:00:00.000,ETH,20.8776,1808.78,37762.985328,37762.985328,1
2023-05-18 00:00:00.000,USDC,0,1,0,37762.985328,0
2023-05-18 00:00:00.000,WETH,0,1808.78,0,37762.985328,0
2023-05-19 00:00:00.000,ETH,20.8876,1812.61,37861.072636,37861.072636,1
2023-05-19 00:00:00.000,USDC,0,0.999659,0,37861.072636,0
2023-05-19 00:00:00.000,WETH,0,1812.61,0,37861.072636,0
2023-05-20 00:00:00.000,ETH,20.8876,1818.24,37978.669824,37978.669824,1
2023-05-20 00:00:00.000,USDC,0,1,0,37978.669824,0
2023-05-20 00:00:00.000,WETH,0,1818.24,0,37978.669824,0
2023-05-21 00:00:00.000,ETH,20.8876,1806.85,37740.76006,37740.76006,1
2023-05-21 00:00:00.000,USDC,0,0.999983,0,37740.76006,0
2023-05-21 00:00:00.000,WETH,0,1806.85,0,37740.76006,0
2023-05-22 00:00:00.000,ETH,20.8976,1819.54,38024.019104,38024.019104,1
2023-05-22 00:00:00.000,USDC,0,0.999816,0,38024.019104,0
2023-05-22 00:00:00.000,WETH,0,1819.54,0,38024.019104,0
2023-05-23 00:00:00.000,ETH,20.9086,1852.6,38735.27236,38735.27236,1
2023-05-23 00:00:00.000,USDC,0,0.999467,0,38735.27236,0
2023-05-23 00:00:00.000,WETH,0,1852.6,0,38735.27236,0
2023-05-24 00:00:00.000,ETH,20.9306,1800.12,37677.591672,37677.591672,1
2023-05-24 00:00:00.000,USDC,0,0.999265,0,37677.591672,0
2023-05-24 00:00:00.000,WETH,0,1800.12,0,37677.591672,0
2023-05-25 00:00:00.000,ETH,20.9526,1809.44,37912.472544,37912.472544,1
2023-05-25 00:00:00.000,USDC,0,1.001,0,37912.472544,0
2023-05-25 00:00:00.000,WETH,0,1809.44,0,37912.472544,0
2023-05-26 00:00:00.000,ETH,20.9768,1828.34,38352.722512,38352.722512,1
2023-05-26 00:00:00.000,USDC,0,0.999474,0,38352.722512,0
2023-05-26 00:00:00.000,WETH,0,1828.34,0,38352.722512,0
2023-05-27 00:00:00.000,ETH,20.9868,1831.21,38431.238028,38431.238028,1
2023-05-27 00:00:00.000,USDC,0,0.999791,0,38431.238028,0
2023-05-27 00:00:00.000,WETH,0,1831.21,0,38431.238028,0
2023-05-28 00:00:00.000,ETH,20.9868,1910.33,40091.713644,40091.713644,1
2023-05-28 00:00:00.000,USDC,0,1,0,40091.713644,0
2023-05-28 00:00:00.000,WETH,0,1910.33,0,40091.713644,0
2023-05-29 00:00:00.000,ETH,21.0168,1894.23,39810.653064,39810.653064,1
2023-05-29 00:00:00.000,USDC,0,0.998654,0,39810.653064,0
2023-05-29 00:00:00.000,WETH,0,1894.23,0,39810.653064,0
2023-05-30 00:00:00.000,ETH,21.0468,1898.13,39949.562484,39949.562484,1
2023-05-30 00:00:00.000,USDC,0,0.998232,0,39949.562484,0
2023-05-30 00:00:00.000,WETH,0,1898.13,0,39949.562484,0
2023-05-31 00:00:00.000,ETH,21.0468,1868.46,39325.103928,39325.103928,1
2023-05-31 00:00:00.000,USDC,0,0.999622,0,39325.103928,0
2023-05-31 00:00:00.000,WETH,0,1868.46,0,39325.103928,0
2023-06-01 00:00:00.000,ETH,21.0468,1866.42,39282.168456,39282.168456,1
2023-06-01 00:00:00.000,USDC,0,1,0,39282.168456,0
2023-06-01 00:00:00.000,WETH,0,1866.42,0,39282.168456,0
2023-06-02 00:00:00.000,ETH,21.0468,1906.7,40129.93356,40129.93356,1
2023-06-02 00:00:00.000,USDC,0,0.999687,0,40129.93356,0
2023-06-02 00:00:00.000,WETH,0,1906.7,0,40129.93356,0
2023-06-03 00:00:00.000,ETH,21.0468,1890.88,39796.973184,39796.973184,1
2023-06-03 00:00:00.000,USDC,0,0.999972,0,39796.973184,0
2023-06-03 00:00:00.000,WETH,0,1890.88,0,39796.973184,0
2023-06-04 00:00:00.000,ETH,21.0468,1903.05,40053.11274,40053.11274,1
2023-06-04 00:00:00.000,USDC,0,0.99972,0,40053.11274,0
2023-06-04 00:00:00.000,WETH,0,1903.05,0,40053.11274,0
2023-06-05 00:00:00.000,ETH,21.0468,1810.37,38102.495316,38102.495316,1
2023-06-05 00:00:00.000,USDC,0,0.999649,0,38102.495316,0
2023-06-05 00:00:00.000,WETH,0,1810.37,0,38102.495316,0
2023-06-06 00:00:00.000,ETH,21.1268,1884.12,39805.426416,39805.426416,1
2023-06-06 00:00:00.000,USDC,0,1.001,0,39805.426416,0
2023-06-06 00:00:00.000,WETH,0,1884.12,0,39805.426416,0
2023-06-07 00:00:00.000,ETH,21.6631,1828.01,39600.363431,39600.363431,1
2023-06-07 00:00:00.000,USDC,0,0.999811,0,39600.363431,0
2023-06-07 00:00:00.000,WETH,0,1828.01,0,39600.363431,0
2023-06-08 00:00:00.000,ETH,21.6631,1848.6,40046.40666,40046.40666,1
2023-06-08 00:00:00.000,USDC,0,0.999047,0,40046.40666,0
2023-06-08 00:00:00.000,WETH,0,1848.6,0,40046.40666,0
2023-06-09 00:00:00.000,ETH,21.6631,1836.7,39788.61577,39788.61577,1
2023-06-09 00:00:00.000,USDC,0,0.999729,0,39788.61577,0
2023-06-09 00:00:00.000,WETH,0,1836.7,0,39788.61577,0
2023-06-10 00:00:00.000,ETH,21.6631,1753.34,37982.779754,37982.779754,1
2023-06-10 00:00:00.000,USDC,0,0.999477,0,37982.779754,0
2023-06-10 00:00:00.000,WETH,0,1753.34,0,37982.779754,0
2023-06-11 00:00:00.000,ETH,21.6631,1754.89,38016.357559,38016.357559,1
2023-06-11 00:00:00.000,USDC,0,0.999731,0,38016.357559,0
2023-06-11 00:00:00.000,WETH,0,1754.89,0,38016.357559,0
2023-06-12 00:00:00.000,ETH,21.6631,1743.05,37759.866455,37759.866455,1
2023-06-12 00:00:00.000,USDC,0,0.999793,0,37759.866455,0
2023-06-12 00:00:00.000,WETH,0,1743.05,0,37759.866455,0
2023-06-13 00:00:00.000,ETH,21.6631,1737.25,37634.220475,37634.220475,1
2023-06-13 00:00:00.000,USDC,0,1,0,37634.220475,0
2023-06-13 00:00:00.000,WETH,0,1737.25,0,37634.220475,0
2023-06-14 00:00:00.000,ETH,21.6631,1649.41,35731.333771,35731.333771,1
2023-06-14 00:00:00.000,USDC,0,1.001,0,35731.333771,0
2023-06-14 00:00:00.000,WETH,0,1649.41,0,35731.333771,0
2023-06-15 00:00:00.000,ETH,21.6631,1661.59,35995.190329,35995.190329,1
2023-06-15 00:00:00.000,USDC,0,0.999401,0,35995.190329,0
2023-06-15 00:00:00.000,WETH,0,1661.59,0,35995.190329,0
2023-06-16 00:00:00.000,ETH,21.6631,1717.8,37212.87318,37212.87318,1
2023-06-16 00:00:00.000,USDC,0,0.999859,0,37212.87318,0
2023-06-16 00:00:00.000,WETH,0,1717.8,0,37212.87318,0
2023-06-17 00:00:00.000,ETH,21.6631,1729.59,37468.281129,37468.281129,1
2023-06-17 00:00:00.000,USDC,0,1,0,37468.281129,0
2023-06-17 00:00:00.000,WETH,0,1729.59,0,37468.281129,0
2023-06-18 00:00:00.000,ETH,21.6631,1720.24,37265.731144,37265.731144,1
2023-06-18 00:00:00.000,USDC,0,0.999937,0,37265.731144,0
2023-06-18 00:00:00.000,WETH,0,1720.24,0,37265.731144,0
2023-06-19 00:00:00.000,ETH,21.6631,1734.89,37583.095559,37583.095559,1
2023-06-19 00:00:00.000,USDC,0,0.99918,0,37583.095559,0
2023-06-19 00:00:00.000,WETH,0,1734.89,0,37583.095559,0
2023-06-20 00:00:00.000,ETH,21.6631,1784.88,38666.033928,38666.033928,1
2023-06-20 00:00:00.000,USDC,0,1,0,38666.033928,0
2023-06-20 00:00:00.000,WETH,0,1784.88,0,38666.033928,0
2023-06-21 00:00:00.000,ETH,21.6631,1897.61,41108.115191,41108.115191,1
2023-06-21 00:00:00.000,USDC,0,1,0,41108.115191,0
2023-06-21 00:00:00.000,WETH,0,1897.61,0,41108.115191,0
2023-06-22 00:00:00.000,ETH,21.6631,1874.61,40609.863891,40609.863891,1
2023-06-22 00:00:00.000,USDC,0,1.001,0,40609.863891,0
2023-06-22 00:00:00.000,WETH,0,1874.61,0,40609.863891,0
2023-06-23 00:00:00.000,ETH,21.6631,1894.39,41038.360009,41038.360009,1
2023-06-23 00:00:00.000,USDC,0,1.001,0,41038.360009,0
2023-06-23 00:00:00.000,WETH,0,1894.39,0,41038.360009,0
2023-06-24 00:00:00.000,ETH,21.6631,1877.08,40663.371748,40663.371748,1
2023-06-24 00:00:00.000,USDC,0,0.999989,0,40663.371748,0
2023-06-24 00:00:00.000,WETH,0,1877.08,0,40663.371748,0
2023-06-25 00:00:00.000,ETH,21.6631,1898.77,41133.244387,41133.244387,1
2023-06-25 00:00:00.000,USDC,0,0.99884,0,41133.244387,0
2023-06-25 00:00:00.000,WETH,0,1898.77,0,41133.244387,0
2023-06-26 00:00:00.000,ETH,21.6631,1857.02,40228.809962,40228.809962,1
2023-06-26 00:00:00.000,USDC,0,1,0,40228.809962,0
2023-06-26 00:00:00.000,WETH,0,1857.02,0,40228.809962,0
2023-06-27 00:00:00.000,ETH,21.6631,1887.66,40892.567346,40892.567346,1
2023-06-27 00:00:00.000,USDC,0,0.999735,0,40892.567346,0
2023-06-27 00:00:00.000,WETH,0,1887.66,0,40892.567346,0
2023-06-28 00:00:00.000,ETH,21.6631,1834.67,39744.639677,39744.639677,1
2023-06-28 00:00:00.000,USDC,0,1.001,0,39744.639677,0
2023-06-28 00:00:00.000,WETH,0,1834.67,0,39744.639677,0
2023-06-29 00:00:00.000,ETH,21.6631,1853.25,40147.140075,40147.140075,1
2023-06-29 00:00:00.000,USDC,0,1.001,0,40147.140075,0
2023-06-29 00:00:00.000,WETH,0,1853.25,0,40147.140075,0
2023-06-30 00:00:00.000,ETH,21.6631,1934.32,41903.367592,41903.367592,1
2023-06-30 00:00:00.000,USDC,0,1,0,41903.367592,0
2023-06-30 00:00:00.000,WETH,0,1934.32,0,41903.367592,0
2023-07-01 00:00:00.000,ETH,21.6631,1922.42,41645.576702,41645.576702,1
2023-07-01 00:00:00.000,USDC,0,1,0,41645.576702,0
2023-07-01 00:00:00.000,WETH,0,1922.42,0,41645.576702,0
2023-07-02 00:00:00.000,ETH,21.6631,1935.32,41925.030692,41925.030692,1
2023-07-02 00:00:00.000,USDC,0,1.001,0,41925.030692,0
2023-07-02 00:00:00.000,WETH,0,1935.32,0,41925.030692,0
2023-07-03 00:00:00.000,ETH,21.6631,1952.69,42301.318739,42301.318739,1
2023-07-03 00:00:00.000,USDC,0,1.001,0,42301.318739,0
2023-07-03 00:00:00.000,WETH,0,1952.69,0,42301.318739,0
2023-07-04 00:00:00.000,ETH,21.6631,1940.45,42036.162395,42036.162395,1
2023-07-04 00:00:00.000,USDC,0,1.001,0,42036.162395,0
2023-07-04 00:00:00.000,WETH,0,1940.45,0,42036.162395,0
2023-07-05 00:00:00.000,ETH,21.6631,1907.68,41326.262608,41326.262608,1
2023-07-05 00:00:00.000,USDC,0,0.998944,0,41326.262608,0
2023-07-05 00:00:00.000,WETH,0,1907.68,0,41326.262608,0
2023-07-06 00:00:00.000,ETH,21.6631,1856,40206.7136,40206.7136,1
2023-07-06 00:00:00.000,USDC,0,1.002,0,40206.7136,0
2023-07-06 00:00:00.000,WETH,0,1856,0,40206.7136,0
2023-07-07 00:00:00.000,ETH,21.6631,1869.05,40489.417055,40489.417055,1
2023-07-07 00:00:00.000,USDC,0,1,0,40489.417055,0
2023-07-07 00:00:00.000,WETH,0,1869.05,0,40489.417055,0
2023-07-08 00:00:00.000,ETH,21.6631,1863.19,40362.471289,40362.471289,1
2023-07-08 00:00:00.000,USDC,0,1.001,0,40362.471289,0
2023-07-08 00:00:00.000,WETH,0,1863.19,0,40362.471289,0
2023-07-09 00:00:00.000,ETH,21.6631,1864.71,40395.399201,40395.399201,1
2023-07-09 00:00:00.000,USDC,0,1,0,40395.399201,0
2023-07-09 00:00:00.000,WETH,0,1864.71,0,40395.399201,0
2023-07-10 00:00:00.000,ETH,21.6631,1879.19,40709.080889,40709.080889,1
2023-07-10 00:00:00.000,USDC,0,0.999604,0,40709.080889,0
2023-07-10 00:00:00.000,WETH,0,1879.19,0,40709.080889,0
2023-07-11 00:00:00.000,ETH,21.6631,1877.55,40673.553405,40673.553405,1
2023-07-11 00:00:00.000,USDC,0,0.99978,0,40673.553405,0
2023-07-11 00:00:00.000,WETH,0,1877.55,0,40673.553405,0
2023-07-12 00:00:00.000,ETH,21.6961,1870.33,40578.866713,40578.866713,1
2023-07-12 00:00:00.000,USDC,0,1,0,40578.866713,0
2023-07-12 00:00:00.000,WETH,0,1870.33,0,40578.866713,0
2023-07-13 00:00:00.000,ETH,21.7101,1995.32,43318.596732,43318.596732,1
2023-07-13 00:00:00.000,USDC,0,0.999181,0,43318.596732,0
2023-07-13 00:00:00.000,WETH,0,1995.32,0,43318.596732,0
2023-07-14 00:00:00.000,ETH,21.7101,1928.97,41878.131597,41878.131597,1
2023-07-14 00:00:00.000,USDC,0,0.999804,0,41878.131597,0
2023-07-14 00:00:00.000,WETH,0,1928.97,0,41878.131597,0
2023-07-15 00:00:00.000,ETH,21.7101,1930.33,41907.657333,41907.657333,1
2023-07-15 00:00:00.000,USDC,0,1,0,41907.657333,0
2023-07-15 00:00:00.000,WETH,0,1930.33,0,41907.657333,0
2023-07-16 00:00:00.000,ETH,21.7101,1932.8,41961.28128,41961.28128,1
2023-07-16 00:00:00.000,USDC,0,0.999973,0,41961.28128,0
2023-07-16 00:00:00.000,WETH,0,1932.8,0,41961.28128,0
2023-07-17 00:00:00.000,ETH,21.7101,1912.32,41516.658432,41516.658432,1
2023-07-17 00:00:00.000,USDC,0,0.998759,0,41516.658432,0
2023-07-17 00:00:00.000,WETH,0,1912.32,0,41516.658432,0
2023-07-18 00:00:00.000,ETH,21.7101,1899.39,41235.946839,41235.946839,1
2023-07-18 00:00:00.000,USDC,0,1,0,41235.946839,0
2023-07-18 00:00:00.000,WETH,0,1899.39,0,41235.946839,0
2023-07-19 00:00:00.000,ETH,21.7101,1888.9,41008.20789,41008.20789,1
2023-07-19 00:00:00.000,USDC,0,1,0,41008.20789,0
2023-07-19 00:00:00.000,WETH,0,1888.9,0,41008.20789,0
2023-07-20 00:00:00.000,ETH,21.7101,1893.41,41106.120441,41106.120441,1
2023-07-20 00:00:00.000,USDC,0,1,0,41106.120441,0
2023-07-20 00:00:00.000,WETH,0,1893.41,0,41106.120441,0
2023-07-21 00:00:00.000,ETH,21.7101,1893.16,41100.692916,41100.692916,1
2023-07-21 00:00:00.000,USDC,0,1,0,41100.692916,0
2023-07-21 00:00:00.000,WETH,0,1893.16,0,41100.692916,0
