date,num runs,seeds,avg rl cumulative return,average rl sortino ratio,mvo cumulative return,mvo sortino,historical cumulative return,historical sortino,capm benchmark,benchmark cumulative risk prem,risk free,historical beta,historical cagr,mvo beta,mvo cagr,rl average beta,rl average cagr
2024-06-13 19:21:47,10,"[5, 10, 15, 20, 40, 100, 200, 300, 500, 800]",1.203365519568354,3.451729579497443,0.7398677540927394,1.5112849082140898,0.618063568798934,1.8127612431043085,sirloin index,0.3509147630433407,0.0524,1.7406146830410956,0.6338699006006245,2.1778056090119717,1.0530991859564707,2.7075826919479153,1.4546311335131126
